type,bodyId,hemilineage,side,nt,sign,from_legs,to_legs,interleg_syn,leg_out_syn,mn_direct_syn,total_out_syn,frac_interleg,contra_syn,ipsi_syn,diag_syn,top_pairs,class
IN07B006,902512,07B,L,acetylcholine,1,lh,rh|lh,1748.8,2126.0,164.0,2922,0.599,1648.1,35.3,65.5,lh->rh,contralateral
IN07B012,800144,07B,L,acetylcholine,1,lf|lm,rh|rm,1743.3,1874.0,124.0,2266,0.769,381.9,380.6,980.8,lf->rh lm->rh lf->rm,both
IN19B011,800807,19B,R,acetylcholine,1,rm,lh|lm|rh,1740.1,1760.0,206.0,2987,0.583,541.1,391.0,808.0,rm->lh rm->lm rm->rh,both
IN06B018,800244,06B,L,gaba,-1,rm|rh|lm|lh,rf|rm,1737.5,2057.0,104.0,3776,0.46,280.2,815.1,642.2,rm->rf rh->rf lm->rf,both
IN19A009,801318,19A,L,acetylcholine,1,lm,lh,1737.5,1954.0,115.0,3178,0.547,4.1,1553.5,179.9,lm->lh lm->rh,ipsilateral
INXXX035,903727,XXX (unassigned),R,gaba,-1,rh|lh,lh|rh,1737.3,2632.0,6.0,4694,0.37,1513.5,88.9,134.8,rh->lh,contralateral
IN06B008,800595,06B,R,gaba,-1,rh|lm|rm,lm|rh|rm|lh,1733.1,2191.0,159.0,3242,0.535,418.2,578.7,736.2,rh->lm,both
IN01A008,800018,01A,R,acetylcholine,1,rm|rh|lh,lh|rh|lm,1731.7,2168.0,300.0,3478,0.498,603.7,474.7,653.3,rm->lh rh->lh rm->rh,both
INXXX048,801673,XXX (unassigned),L,acetylcholine,1,lh,rh|rm,1729.8,1828.0,103.0,2362,0.732,1149.6,12.4,567.8,lh->rh lh->rm,both
IN06B008,800254,06B,L,gaba,-1,rh|lh|lm,rh|lm|rm|lh,1728.4,2125.0,107.0,3393,0.509,393.6,662.5,672.3,,both
IN14B004,802317,14B,L,glutamate,-1,lf,rf|rm,1711.4,1809.0,8.0,2024,0.846,771.5,86.7,853.2,lf->rf lf->rm,both
IN05B012,800455,05B,R,gaba,-1,rh|lh|lm,rh|lh|rm,1711.1,2246.0,0.0,7160,0.239,560.1,568.2,582.9,lh->rh rh->lh lm->rh,both
IN05B005,802181,05B,R,gaba,-1,rh|lm|rm,lh|lm|rh|rm,1708.9,2086.0,0.0,5136,0.333,374.2,659.1,675.6,,both
IN03A003,800742,03A,R,acetylcholine,1,rh,rm,1699.2,1874.0,97.0,3998,0.425,54.1,1637.2,7.9,rh->rm,ipsilateral
IN01A023,808289,01A,L,acetylcholine,1,rh|lh,rh,1692.7,3713.0,1127.0,3933,0.43,1350.8,96.5,245.5,lh->rh rh->lh,contralateral
IN09A004,800922,09A,L,gaba,-1,lm|lf,lf,1690.2,2382.0,393.0,2827,0.598,12.7,1663.7,13.8,lm->lf,ipsilateral
IN12A011,801451,12A,L,acetylcholine,1,lf|lm,lm|lh,1687.8,1944.0,57.0,2487,0.679,5.3,1607.8,74.7,lf->lm lf->lh,ipsilateral
IN19A019,800090,19A,L,acetylcholine,1,lm|lf,lf,1685.1,2213.0,147.0,2669,0.631,15.4,1594.6,75.2,lm->lf,ipsilateral
INXXX023,902476,XXX (unassigned),R,acetylcholine,1,lh|rh|rm,lh|lm,1682.8,2189.0,646.0,4156,0.405,546.6,439.0,697.2,lh->lm rh->lh rh->lm,both
IN03B025,801105,03B,L,gaba,-1,lh,lm|lh|lf,1672.1,2509.0,41.0,3137,0.533,42.1,1501.4,128.6,lh->lm lh->lf,ipsilateral
IN19B011,800796,19B,L,acetylcholine,1,lm,rh|rm|lh,1663.3,1667.0,231.0,2367,0.703,477.5,306.3,879.5,lm->rh lm->rm lm->lh,both
IN07B014,802017,07B,L,acetylcholine,1,lf,lm|lh,1663.1,1667.0,560.0,1948,0.854,0.0,1604.3,58.7,lf->lm lf->lh,ipsilateral
INXXX062,800641,XXX (unassigned),L,acetylcholine,1,rh|lh,lf|lm,1661.2,1814.0,7.0,2725,0.61,125.0,733.3,802.9,rh->lf lh->lf rh->lm,both
IN19A027,805703,19A,R,acetylcholine,1,rm,rh|lh|rm,1658.7,2120.0,380.0,2769,0.599,15.5,1200.7,442.5,rm->rh rm->lh,ipsilateral
IN19A014,800170,19A,L,acetylcholine,1,lm,lf,1658.5,1772.0,44.0,1995,0.831,12.8,1436.0,209.6,lm->lf,ipsilateral
IN19B027,801156,19B,L,acetylcholine,1,lh|rh,rh,1654.0,2226.0,219.0,2646,0.625,1567.6,6.9,79.6,lh->rh,contralateral
IN12B005,801478,12B,R,gaba,-1,rf|rm|rh,lh|lm,1651.4,1692.0,217.0,3317,0.498,404.4,78.8,1168.1,rf->lh rm->lh rh->lh,both
IN07B009,801047,07B,L,glutamate,-1,lh|lm,rm|rh,1647.1,1769.0,116.0,2271,0.725,595.8,215.5,835.8,lh->rm lh->rh,both
IN06B008,802681,06B,L,gaba,-1,rh|lm|lh,rh|rm|lm,1643.3,2036.0,107.0,3329,0.494,365.4,632.7,645.2,,both
IN18B031,802471,18B,R,acetylcholine,1,rm|lm,lm,1642.1,2273.0,211.0,2815,0.583,1611.1,12.6,18.4,rm->lm,contralateral
IN09A009,800458,09A,L,gaba,-1,lm,lf,1632.5,1903.0,8.0,2154,0.758,18.0,1554.5,60.0,lm->lf,ipsilateral
INXXX107,800123,XXX (unassigned),R,acetylcholine,1,rh|lh,lm|lh,1632.1,1788.0,921.0,1938,0.842,610.4,256.9,764.8,rh->lm rh->lh,both
IN07B009,934591,07B,R,glutamate,-1,rm|rf,lm|lh|rh|lf,1630.3,1726.0,70.0,2757,0.591,461.9,365.4,803.0,rm->lm rf->lm rm->lh,both
IN18B014,802411,18B,R,acetylcholine,1,rf|lf,lm|lf,1622.5,1909.0,113.0,2150,0.755,504.1,299.9,818.5,rf->lm rf->lf lf->lm,both
INXXX062,800723,XXX (unassigned),R,acetylcholine,1,rh|lh,rf|rm,1622.4,1792.0,0.0,2249,0.721,209.7,815.8,597.0,rh->rf rh->rm lh->rf,both
IN05B010,800026,05B,R,gaba,-1,lm|lh|lf,lm|lh|lf,1621.1,2563.0,0.0,9710,0.167,46.1,1511.1,63.9,lm->lh lh->lm lf->lm,ipsilateral
IN12A003,802062,12A,L,acetylcholine,1,lm,lh|rh,1618.0,1843.0,84.0,2414,0.67,4.1,1279.0,334.9,lm->lh lm->rh,ipsilateral
IN05B012,800378,05B,L,gaba,-1,lh|rh|lm,rh|lh|rm,1616.5,2156.0,0.0,7081,0.228,558.9,516.7,540.9,lh->rh rh->lh,both
IN18B018,801977,18B,L,acetylcholine,1,lf|lm|rm|rh,rh|rm,1616.5,1969.0,93.0,2412,0.67,196.7,438.7,981.1,lf->rh lm->rh rm->rh,both
IN01A020,923228,01A,R,acetylcholine,1,lm|lh,lm,1609.9,2960.0,923.0,3941,0.408,109.9,805.9,694.0,lh->lm rf->lm rh->lm,both
IN07B012,801072,07B,R,acetylcholine,1,rf|rm|lm,lm|lh|lf,1605.7,1748.0,189.0,2747,0.585,392.0,209.0,1004.7,rf->lm rf->lh rf->lf,both
IN19B030,802368,19B,L,acetylcholine,1,lh,rh|lh|rm,1591.5,1994.0,621.0,2262,0.704,1060.7,49.9,480.9,lh->rh lh->rm lh->rf,both
IN17A007,902679,17A,L,acetylcholine,1,lf|lm,lm|lf,1581.3,2753.0,183.0,3421,0.462,70.0,1482.3,29.0,lf->lm lm->lf,ipsilateral
IN10B012,800900,10B,R,acetylcholine,1,rh|lh,lh,1580.8,2344.0,0.0,3195,0.495,1060.6,232.9,287.4,rh->lh rh->lm,both
IN04B001,800221,04B,R,acetylcholine,1,rh,rm|rh,1580.4,2514.0,438.0,5038,0.314,224.3,1236.3,119.8,rh->rm rh->lh,ipsilateral
IN03A005,801674,03A,R,acetylcholine,1,rm,rf,1572.7,1689.0,20.0,1897,0.829,4.4,1495.3,73.0,rm->rf rh->rf,ipsilateral
IN18B014,905447,18B,L,acetylcholine,1,lf,rm|rf,1570.9,1677.0,129.0,1874,0.838,402.5,167.4,1001.1,lf->rm lf->rf,both
IN14B005,803323,14B,R,glutamate,-1,rf,lf|lm,1559.3,1658.0,159.0,2218,0.703,1211.3,33.7,314.3,rf->lf rf->lm,contralateral
IN05B005,800258,05B,L,gaba,-1,rm|rh|lm,rh|rm|lm|lh,1555.2,1890.0,0.0,5071,0.307,323.0,616.7,615.5,,both
IN06A028,801749,06A,L,gaba,-1,lm|lh|rh|lf,rh|lh,1552.4,1931.0,0.0,2573,0.603,529.5,185.8,837.1,lm->rh lh->rh lf->rh,both
IN01A007,810755,01A,R,acetylcholine,1,lf|lm,lm,1541.7,2005.0,352.0,2849,0.541,0.0,1541.7,0.0,lf->lm,ipsilateral
IN14B006,905514,14B,R,gaba,-1,rh,lh,1537.8,1751.0,692.0,1963,0.783,1382.6,21.8,133.4,rh->lh,contralateral
IN09A004,800833,09A,R,gaba,-1,rm|rf,rf|rm,1532.2,2257.0,172.0,2547,0.602,57.8,1428.4,46.0,rm->rf,ipsilateral
IN01A007,801188,01A,R,acetylcholine,1,lm,lh|lm,1529.1,2059.0,209.0,3255,0.47,5.5,1494.5,29.1,lm->lh,ipsilateral
IN07B014,802779,07B,R,acetylcholine,1,rf,rh|rm,1529.0,1547.0,529.0,1707,0.896,1.1,1451.0,76.9,rf->rh rf->rm,ipsilateral
INXXX083,903801,XXX (unassigned),R,acetylcholine,1,rm,lm|rm,1527.1,1907.0,376.0,2575,0.593,1463.1,25.4,38.6,rm->lm,contralateral
IN03A012,812592,03A,R,acetylcholine,1,rh|rm,rm,1519.9,1962.0,10.0,2319,0.655,8.7,1400.9,110.3,rh->rm,ipsilateral
IN19A014,800214,19A,R,acetylcholine,1,rm,rf,1510.7,1543.0,18.0,1884,0.802,16.4,1310.5,183.8,rm->rf,ipsilateral
IN18B021,802214,18B,R,acetylcholine,1,rh|lh,lh,1494.2,1868.0,102.0,2227,0.671,1361.6,9.2,123.5,rh->lh,contralateral
IN17A001,800009,17A,L,acetylcholine,1,lm,lm,1489.0,9158.0,126.0,11494,0.13,25.0,1464.0,0.0,lm->lh lm->lf,ipsilateral
IN06B008,801014,06B,R,gaba,-1,lh|lm,lm|rh|lh,1487.8,1871.0,93.0,3125,0.476,369.5,611.9,506.4,lh->lm lh->rh,both
IN07B013,800771,07B,L,glutamate,-1,lh,rm|rf|rh,1481.2,1634.0,0.0,2516,0.589,351.6,103.9,1025.7,lh->rm lh->rf lh->rh,both
IN01A005,801667,01A,L,acetylcholine,1,rf|rm,rm,1470.2,1960.0,24.0,2716,0.541,203.4,1086.6,180.2,rf->rm rf->lf,ipsilateral
INXXX035,803440,XXX (unassigned),L,gaba,-1,lh,rh|lh,1466.5,2214.0,17.0,4248,0.345,1167.6,121.7,177.2,lh->rh,contralateral
IN17A001,800173,17A,L,acetylcholine,1,lf,lf,1461.1,6341.0,68.0,7952,0.184,662.9,786.1,12.1,lf->lm lf->rf,both
IN03B020,801532,03B,R,gaba,-1,rf,lm|rh|lh|rm,1453.1,1516.0,0.0,3509,0.414,187.9,603.7,661.6,rf->lm rf->rh rf->lh,both
LBL40,801246,-,L,acetylcholine,1,lm|rh|lh,rh|lh,1443.4,2038.0,235.0,2219,0.65,577.3,151.9,714.3,lm->rh lh->rh,both
IN18B016,801625,18B,R,acetylcholine,1,rm|rh,lm|lh,1440.1,1530.0,139.0,2187,0.658,538.7,274.9,626.5,rm->lm rm->lh rm->rh,both
INXXX022,802337,XXX (unassigned),L,acetylcholine,1,lh,rh|rm,1431.6,1496.0,381.0,1854,0.772,1151.0,25.7,255.0,lh->rh lh->rm,contralateral
IN18B012,801523,18B,R,acetylcholine,1,rm,lm|lh,1420.3,1493.0,33.0,2900,0.49,656.7,72.6,691.0,rm->lm rm->lh rm->lf,both
IN03B015,801865,03B,L,gaba,-1,lm|lf,lh|lm,1418.6,2218.0,13.0,3173,0.447,8.2,1255.6,154.8,lm->lh lf->lh lf->lm,ipsilateral
IN03B020,800314,03B,L,gaba,-1,lf,rh|rm|lh|lm,1412.5,1444.0,0.0,3421,0.413,56.7,625.5,730.3,lf->rh lf->rm lf->lh,both
INXXX095,801060,XXX (unassigned),R,acetylcholine,1,rh,lh|rh,1406.9,1815.0,5.0,4745,0.296,1208.3,58.9,139.7,rh->lh,contralateral
IN19B107,800024,19B,R,acetylcholine,1,rm|rf,lh|lm|lf,1399.1,1477.0,18.0,5981,0.234,357.0,282.2,759.9,rm->lh rm->lm rm->lf,both
IN12A003,802877,12A,R,acetylcholine,1,rm,rh|lh,1394.9,1591.0,105.0,2145,0.65,4.2,1119.9,270.8,rm->rh rm->lh,ipsilateral
IN03B015,801088,03B,R,gaba,-1,rm|rh|rf,rh|rm,1389.9,2106.0,5.0,2885,0.482,49.3,1170.1,170.5,rm->rh rh->rm rf->rh,ipsilateral
IN07B009,801252,07B,L,glutamate,-1,lm|lf,rm|lh|rh,1389.3,1464.0,97.0,2302,0.604,415.0,404.3,570.0,lm->rm lm->lh lf->rm,both
IN19B005,801725,19B,L,acetylcholine,1,lf,rf,1388.3,1428.0,124.0,1752,0.792,1014.3,177.2,196.7,lf->rf lf->lh,contralateral
IN19B112,801774,19B,R,acetylcholine,1,rh,lh,1387.1,1557.0,27.0,2308,0.601,1229.0,9.4,148.7,rh->lh,contralateral
IN05B010,800098,05B,L,gaba,-1,rm|rh|rf,rm|rh,1385.2,2175.0,0.0,9191,0.151,55.7,1256.1,73.5,rh->rm rm->rh rf->rm,ipsilateral
IN09B006,801389,09B,R,acetylcholine,1,lm|rm,lm|lh|lf,1382.2,2387.0,139.0,3668,0.377,299.8,845.2,237.3,lm->lh lm->lf rm->lm,both
IN17A001,800114,17A,R,acetylcholine,1,rh,rh,1379.0,7830.0,131.0,9577,0.144,528.3,729.0,121.7,rh->rm rh->lh rm->rh,both
IN10B003,913931,10B,R,acetylcholine,1,lm|lh,lm|lh,1378.2,2196.0,67.0,4536,0.304,138.8,1033.2,206.2,lm->lh lh->lm,ipsilateral
GFC2,802478,-,R,acetylcholine,1,rm,lm,1372.4,1679.0,102.0,2142,0.641,1293.0,17.2,62.2,rm->lm,contralateral
INXXX042,800148,XXX (unassigned),R,acetylcholine,1,lh,lh,1363.2,4296.0,167.0,6134,0.222,665.1,617.6,80.5,rh->lh lh->rh lm->lh,both
IN12A011,801781,12A,L,acetylcholine,1,lm,lh,1357.2,1576.0,327.0,2442,0.556,17.0,1284.2,56.0,lm->lh,ipsilateral
IN07B012,902395,07B,L,acetylcholine,1,lf|lm,rh|rm|rf,1352.8,1406.0,71.0,2073,0.653,345.3,107.6,899.9,lf->rh lf->rm lm->rh,both
IN18B015,802490,18B,R,acetylcholine,1,rh,lm|lh,1348.4,1486.0,361.0,1715,0.786,428.1,90.5,829.8,rh->lm rh->lh,both
IN01A035,803422,01A,R,acetylcholine,1,rh|lh,lh|lm,1343.9,2151.0,10.0,2453,0.548,950.3,175.4,218.2,rh->lh rh->lm lh->lm,contralateral
IN18B011,801262,18B,R,acetylcholine,1,rm|lf|lm,lm|lf|lh,1339.2,1647.0,595.0,2045,0.655,303.6,575.9,459.7,rm->lm lf->lm,both
IN03A006,800646,03A,L,acetylcholine,1,lh,lh,1327.6,4021.0,55.0,4676,0.284,536.1,642.5,149.0,lh->rh lh->lm lm->lh,both
IN11A003,803705,11A,L,acetylcholine,1,lf,lm,1324.2,1484.0,35.0,1829,0.724,72.4,1249.3,2.5,lf->lm,ipsilateral
IN18B011,801075,18B,R,acetylcholine,1,rh|lh|lm|rm,lm|lf|lh,1321.5,1576.0,595.0,1952,0.677,246.0,481.8,593.7,rh->lm rh->lf,both
IN03A001,902663,03A,R,acetylcholine,1,rm,rf|lf,1319.2,1379.0,322.0,2504,0.527,0.4,1106.2,212.6,rm->rf rm->lf,ipsilateral
INXXX107,802177,XXX (unassigned),L,acetylcholine,1,lh|lm,rh|rm,1313.2,1412.0,671.0,1556,0.844,664.1,93.1,555.9,lh->rh lh->rm lm->rh,both
INXXX101,801921,XXX (unassigned),R,acetylcholine,1,lh|lf|lm,lm|lh|lf,1308.4,1839.0,0.0,2611,0.501,48.7,1128.4,131.3,lh->lm lf->lm lf->lh,ipsilateral
IN07B007,800120,07B,L,glutamate,-1,lf,lm|rm|rf,1305.9,1512.0,29.0,2352,0.555,296.3,608.9,400.7,lf->lm lf->rm lf->rf,both
IN14B002,802376,14B,R,gaba,-1,rf|rm,lh|lm,1305.9,1353.0,38.0,1698,0.769,231.7,203.2,871.0,rf->lh rf->lm,both
IN03B025,801527,03B,R,gaba,-1,rh|rm,rm|rh|rf,1305.4,1986.0,10.0,2429,0.537,43.6,1170.1,91.6,rh->rm rh->rf,ipsilateral
IN14B006,802663,14B,L,gaba,-1,lh,rh,1305.3,1486.0,593.0,1637,0.797,1178.8,19.0,107.5,lh->rh,contralateral
GFC2,802799,-,R,acetylcholine,1,rm|lm,lm,1304.2,1663.0,135.0,2195,0.594,1203.9,43.0,57.2,rm->lm,contralateral
IN10B007,800160,10B,R,acetylcholine,1,lh,lh|lm,1298.7,2336.0,18.0,3239,0.401,145.2,974.3,179.2,lh->lm lh->lf,ipsilateral
IN06B030,801114,06B,R,gaba,-1,lh|rh,lh|lm,1297.1,2011.0,18.0,3169,0.409,355.0,641.1,301.1,lh->lm rh->lh rh->lm,both
IN11A003,803404,11A,L,acetylcholine,1,lm|lh,lh,1294.3,1634.0,244.0,1791,0.723,9.7,1232.3,52.3,lm->lh,ipsilateral
IN06B022,802886,06B,L,gaba,-1,lf,lh|lm,1294.2,1396.0,29.0,1929,0.671,75.0,1026.6,192.7,lf->lh lf->lm,ipsilateral
IN12A011,804214,12A,R,acetylcholine,1,rf|rm,rm|rh,1289.0,1630.0,48.0,1994,0.646,7.2,1178.9,102.8,rf->rm rf->rh rm->rh,ipsilateral
IN06B033,802668,06B,R,gaba,-1,rh|rf|lf,lf,1286.8,1515.0,612.0,1527,0.843,278.9,278.9,729.0,rh->lf rf->lf lh->lf,both
INXXX066,801676,XXX (unassigned),R,acetylcholine,1,rh|lh,lh,1280.9,1568.0,373.0,1918,0.668,1077.9,7.1,195.9,rh->lh rm->lh,contralateral
IN03B021,800420,03B,L,gaba,-1,lf,lm|lh|lf,1279.3,1640.0,177.0,3332,0.384,32.0,1003.7,243.6,lf->lm lf->lh,ipsilateral
INXXX095,801183,XXX (unassigned),R,acetylcholine,1,rh,lh|rh,1279.2,1606.0,13.0,4255,0.301,1099.4,75.0,104.8,rh->lh,contralateral
IN09B006,801719,09B,L,acetylcholine,1,rm|lm,rm|rh,1274.5,1862.0,129.0,3019,0.422,410.5,527.4,336.6,rm->rh lm->rm lm->rh,both
IN06B015,800995,06B,R,gaba,-1,rm,lm|lh,1273.6,1385.0,25.0,2809,0.453,700.9,74.6,498.0,rm->lm rm->lh,both
IN19B112,803267,19B,L,acetylcholine,1,lh,rh,1264.0,1347.0,44.0,1939,0.652,1163.2,0.8,100.0,lh->rh,contralateral
IN10B014,801507,10B,R,acetylcholine,1,rh,lh|rh,1260.6,1963.0,17.0,3224,0.391,806.8,199.9,253.8,rh->lh,both
IN17A001,818556,17A,R,acetylcholine,1,rm,rm,1259.3,7237.0,148.0,8935,0.141,32.0,1222.3,5.0,rm->rh rm->rf,ipsilateral
IN06B022,802442,06B,R,gaba,-1,rf|rm,rh|rm,1251.0,1513.0,18.0,1898,0.659,76.6,1012.6,161.9,rf->rh rm->rh rf->rm,ipsilateral
INXXX147,800029,XXX (unassigned),L,acetylcholine,1,lh|lm,lh,1250.3,2919.0,5.0,3747,0.334,167.6,1007.7,75.0,lm->lh,ipsilateral
IN03B021,801233,03B,R,gaba,-1,rf,rm|rh|rf,1250.0,1508.0,179.0,2979,0.42,120.4,958.9,170.8,rf->rm rf->rh,ipsilateral
INXXX032,800941,XXX (unassigned),R,acetylcholine,1,lh|rh,lf|lm,1247.2,1325.0,572.0,1953,0.639,4.8,667.0,575.5,lh->lf rh->lf lh->lm,both
IN12A005,801687,12A,L,acetylcholine,1,lh|lm,lh,1245.0,3695.0,11.0,6146,0.203,150.2,1037.0,57.8,lm->lh lf->lh lh->rh,ipsilateral
IN12B014,803110,12B,R,gaba,-1,rf,lm|lf,1243.4,1378.0,72.0,2245,0.554,448.9,196.9,597.6,rf->lm rf->lf,both
INXXX058,801184,XXX (unassigned),R,gaba,-1,lh|rh|rm,lf|lm,1237.8,1286.0,234.0,2568,0.482,115.0,642.2,480.6,lh->lf lh->lm rh->lf,both
IN12A016,802660,12A,L,acetylcholine,1,lf|rf,lh|lm|lf,1235.9,1370.0,119.0,1729,0.715,124.7,578.7,532.4,lf->lh rf->lh lf->lm,both
INXXX216,801872,XXX (unassigned),R,acetylcholine,1,lm|lh,lh,1230.6,1917.0,5.0,3410,0.361,60.3,1086.6,83.7,lm->lh,ipsilateral
IN18B005,800405,18B,R,acetylcholine,1,rh,lm|lf,1223.9,1435.0,498.0,1739,0.704,123.4,164.8,935.7,rh->lm rh->lf,both
IN11A003,804016,11A,R,acetylcholine,1,rf,rm,1223.2,1378.0,35.0,1502,0.814,5.3,1216.2,1.7,rf->rm rh->rm,ipsilateral
IN06B016,800441,06B,R,gaba,-1,lm|lh,lm|lh|rm,1221.2,1585.0,101.0,4800,0.254,271.6,590.6,359.0,lm->lh lm->rm lh->lm,both
IN11A003,902983,11A,L,acetylcholine,1,lf|lm,lm,1220.2,1481.0,35.0,1781,0.685,80.6,1135.9,3.7,lf->lm,ipsilateral
IN19A001,800330,19A,R,gaba,-1,rm,rm,1218.2,6141.0,184.0,6499,0.187,8.7,1169.6,39.8,rm->rh rm->rf,ipsilateral
IN11A003,803477,11A,L,acetylcholine,1,lm|lh,lh,1214.5,1547.0,225.0,1667,0.729,12.0,1143.5,59.0,lm->lh,ipsilateral
IN18B012,919652,18B,L,acetylcholine,1,lm,rh|rm|rf,1212.0,1236.0,23.0,2306,0.526,388.9,75.3,747.8,lm->rh lm->rm lm->rf,both
LBL40,801214,-,R,acetylcholine,1,rh|lh|rm,lh|rh,1208.0,1900.0,178.0,2303,0.525,746.2,138.3,323.5,rh->lh rm->lh lh->rh,both
IN18B021,801778,18B,L,acetylcholine,1,lh,rh,1205.6,1483.0,109.0,1747,0.69,1072.5,11.5,121.6,lh->rh,contralateral
IN10B014,800919,10B,R,acetylcholine,1,lm,lm,1204.5,3383.0,34.0,4801,0.251,32.7,1032.0,139.8,lm->lf lf->lm lm->lh,ipsilateral
INXXX031,801089,XXX (unassigned),L,gaba,-1,lh|lm|rh,rh|rm,1198.2,1437.0,429.0,2560,0.468,433.9,258.7,505.6,lh->rh lm->rh lh->rm,both
INXXX031,801194,XXX (unassigned),R,gaba,-1,rh|rm|lm,lh|lm,1194.4,1406.0,369.0,2585,0.462,395.4,269.5,529.4,rh->lh rh->lm rm->lh,both
IN07B022,801320,07B,L,acetylcholine,1,rh|lh,rh,1190.4,1793.0,393.0,2105,0.566,528.8,168.0,493.5,lh->rh lm->rh lf->rh,both
IN09A001,800126,09A,L,gaba,-1,lh,lh,1189.8,5999.0,0.0,12393,0.096,324.1,821.2,44.4,lh->lm lm->lh lh->rh,both
IN18B011,801426,18B,L,acetylcholine,1,rh|lh|lm,rm|rh|rf,1183.7,1409.0,523.0,1757,0.674,251.5,483.5,448.7,rh->rm lh->rm lh->rh,both
IN09B006,801893,09B,R,acetylcholine,1,rh|lh|lm,lh|lm,1179.9,1581.0,53.0,2569,0.459,359.3,479.1,341.6,rh->lh rh->lm lh->lm,both
GFC2,802595,-,L,acetylcholine,1,lm|rm,rm,1178.6,1492.0,93.0,1835,0.642,1090.6,34.9,53.1,lm->rm,contralateral
IN06B006,800970,06B,R,gaba,-1,rf|rm,rf|rm|lf,1178.0,1776.0,0.0,2559,0.46,257.2,623.5,297.3,rm->rf rf->rm rf->lf,both
IN12B014,802999,12B,L,gaba,-1,lf,rm|rf,1177.9,1362.0,37.0,1886,0.625,379.7,139.3,659.0,lf->rm lf->rf,both
IN11A003,803082,11A,R,acetylcholine,1,rf,rm,1177.0,1266.0,35.0,1362,0.864,37.3,1136.6,3.1,rf->rm rh->rm,ipsilateral
IN12B013,801285,12B,L,gaba,-1,rm|lm,rh|rm,1174.6,1554.0,0.0,2825,0.416,216.0,596.6,362.1,rm->rh lm->rh lm->rm,both
IN06B035,800136,06B,R,gaba,-1,lm|lf|lh,lm|rm|rh|lf,1174.2,1495.0,712.0,2856,0.411,237.1,462.2,474.9,lm->rm lf->lm lf->rm,both
IN10B014,802418,10B,R,acetylcholine,1,rf|lf,lf,1172.8,1634.0,60.0,2245,0.522,793.6,86.9,292.4,rf->lf,both
IN01A026,805154,01A,R,acetylcholine,1,rh|lh,lh|rh,1168.8,2009.0,765.0,2286,0.511,1018.5,61.8,88.5,rh->lh lh->rh,contralateral
IN19A017,800526,19A,R,acetylcholine,1,rm|rh|rf,rh|rm,1167.8,1625.0,354.0,3374,0.346,103.8,845.8,218.2,rm->rh rf->rh rh->rm,ipsilateral
IN19B107,800456,19B,L,acetylcholine,1,lm|lf|lh,rh|rm|rf,1167.5,1242.0,0.0,5107,0.229,323.0,194.4,650.2,lm->rh lm->rm lm->rf,both
IN07B022,801677,07B,R,acetylcholine,1,lh|rh,lh,1164.5,1973.0,359.0,2765,0.421,607.1,160.5,396.8,rh->lh rm->lh rf->lh,both
IN18B045_a,803146,18B,R,acetylcholine,1,rm|lm,lm|lh|rm,1161.9,1615.0,154.0,1969,0.59,606.7,129.2,426.0,rm->lm rm->lh,both
INXXX062,800649,XXX (unassigned),R,acetylcholine,1,rh|lh,rm|rf|rh,1161.8,1343.0,7.0,2138,0.543,171.8,508.3,481.7,rh->rm lh->rm rh->rf,both
IN17A001,800288,17A,R,acetylcholine,1,rf,rf,1160.7,4498.0,28.0,5881,0.197,464.8,675.2,20.7,rf->rm rf->lf,both
IN09A001,800048,09A,R,gaba,-1,rh,rh,1159.5,6298.0,0.0,12266,0.095,413.1,705.9,40.6,rm->rh lh->rh rh->rm,both
IN01A007,803053,01A,L,acetylcholine,1,rf|rm,rm,1157.7,1570.0,312.0,2168,0.534,0.0,1157.7,0.0,rf->rm,ipsilateral
IN01A026,805425,01A,L,acetylcholine,1,lh|rh,rh|lh,1156.8,2085.0,844.0,2308,0.501,1101.1,25.3,30.4,lh->rh rh->lh,contralateral
IN19A001,800212,19A,L,gaba,-1,lh,lh,1154.5,6603.0,0.0,7164,0.161,505.5,537.8,111.2,lh->lm lh->rh,both
IN14B005,803038,14B,L,glutamate,-1,lf,rf|rm,1151.3,1247.0,75.0,1813,0.635,831.7,18.8,300.9,lf->rf lf->rm,contralateral
IN19A017,800769,19A,L,acetylcholine,1,lf|lm|lh,lh|lm,1145.0,1532.0,307.0,3616,0.317,54.0,973.0,117.9,lf->lh lf->lm lm->lh,ipsilateral
IN19A019,801364,19A,R,acetylcholine,1,rm|rf,rf,1144.4,1404.0,36.0,1758,0.651,27.3,1015.1,102.1,rm->rf,ipsilateral
IN03A006,800403,03A,R,acetylcholine,1,rm,rm,1144.2,4108.0,334.0,4596,0.249,3.3,1083.6,57.3,rm->rh rm->rf rh->rm,ipsilateral
IN18B031,905139,18B,L,acetylcholine,1,lm|rm,rm|lm,1142.0,1796.0,191.0,2195,0.52,1122.0,10.0,10.0,lm->rm,contralateral
IN06B033,802784,06B,L,gaba,-1,lh,rf|rm,1138.9,1158.0,465.0,1180,0.965,116.2,105.1,917.6,lh->rf lh->rm,both
IN05B010,800208,05B,R,gaba,-1,lm|lh,lh|lm,1133.9,1730.0,0.0,5874,0.193,109.3,887.4,137.2,lm->lh lh->lm,ipsilateral
IN18B016,800341,18B,L,acetylcholine,1,lm,rm|rh|lm,1125.2,1314.0,102.0,2110,0.533,379.8,194.1,551.3,lm->rm lm->rh,both
